	Lineage	Species	Graph	Taxid	Common_name	Order	Female_maturity_(yrs)	Mass_(g)	Notes_on_missing_life_history	Expected_lifespan	Highest_max	Curated_Q90	Curated_Q95	Curated_E90	Curated_E95	Curated_max	Curated_lq	Curated_females_max	Curated_males_max
318	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionidae,Pipistrellus,Pipistrellus pipistrellus	Pipistrellus pipistrellus		59474	Common pipistrelle	Chiroptera	1.25	5.0		4.74	16.6	no q90 record available	no q95 record available	no e90 record available	no e95 record available	16.6	3.5	1.69	
319	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionidae,Perimyotis,Perimyotis subflavus	Perimyotis subflavus		27672	Eastern pipistrelle	Chiroptera	0.58	7.5		5.11	15.0	no age record available	no age record available	no age record available	no age record available	15.0	2.93		
320	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionidae,Plecotus,Plecotus auritus	Plecotus auritus		61862	Brown big-eared bat	Chiroptera	1.0	7.8		5.15	30.0	no q90 record available	no q95 record available	no e90 record available	no e95 record available	30.0	5.82	1.62	
321	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionidae,Plecotus,Plecotus austriacus	Plecotus austriacus		109483	Gray big-eared bat	Chiroptera	0.96	12.0		5.58	25.5	no age record available	no age record available	no age record available	no age record available	25.5	4.57		
322	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionidae,Corynorhinus,Corynorhinus rafinesquii	Corynorhinus rafinesquii		27674	Rafinesque's big-eared bat	Chiroptera	0.5	11.1		5.5	10.1	no age record available	no age record available	no age record available	no age record available	10.1	1.84	10.1	
323	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionidae,Corynorhinus,Corynorhinus townsendii	Corynorhinus townsendii		124745	Townsend's big-eared bat	Chiroptera	0.57	14.25		5.76	21.0	no age record available	no age record available	no age record available	no age record available	21.0	3.64		
324	Theria,Eutheria,Afrotheria,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax arboreus	Dendrohyrax arboreus		358129	Southern tree hyrax, or Tree hyrax	Hyracoidea	1.0	3000.0		15.59	13.6	no age record available	no age record available	no age record available	no age record available	13.6	0.87		
325	Theria,Eutheria,Afrotheria,Hyracoidea,Procaviidae,Dendrohyrax,Dendrohyrax dorsalis	Dendrohyrax dorsalis		42325	Tree hyrax	Hyracoidea	1.0	4000.0	Mass filled from web encyclopedia; Age at female sexual maturity filled using lineage; 	16.44	5.5	no age record available	no age record available	no age record available	no age record available	5.5	0.33		
326	Theria,Eutheria,Afrotheria,Hyracoidea,Procaviidae,Heterohyrax,Heterohyrax brucei	Heterohyrax brucei	Available	77598	Bush hyrax	Hyracoidea	1.35	2456.7		15.02	15.66	11.16	12.66	12.8	13.52	14.19	0.94	15.66	12.83
327	Theria,Eutheria,Afrotheria,Hyracoidea,Procaviidae,Procavia,Procavia capensis	Procavia capensis		9813	Rock hyrax	Hyracoidea	1.37	3600.0		16.12	14.8	no age record available	no age record available	no age record available	no age record available	14.8	0.92		
328	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceidae,Galericinae,Echinosorex,Echinosorex gymnura	Echinosorex gymnura		162630	Moonrat	Eulipotyphla	0.64	1250.0	Age at female sexual maturity filled using lineage; 	13.24	4.6	no age record available	no age record available	no age record available	no age record available	4.6	0.35		
329	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceidae,Erinaceinae,Atelerix,Atelerix algirus	Atelerix algirus		30576	North african hedgehog	Eulipotyphla	0.61	745.0	Age at female sexual maturity filled using lineage; 	12.03	7.0	no age record available	no age record available	no age record available	no age record available	7.0	0.58		
330	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceidae,Erinaceinae,Erinaceus,Erinaceus europaeus	Erinaceus europaeus	Available	9365	Western European hedgehog	Eulipotyphla	0.69	750.0		12.04	14.0	6.62	7.45	8.03	9.06	9.93	0.82	12.12	12.67
331	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceidae,Erinaceinae,Hemiechinus,Hemiechinus auritus	Hemiechinus auritus		217708	Long-eared hedgehog	Eulipotyphla	0.58	342.0		10.41	7.6	no age record available	no age record available	no age record available	no age record available	7.6	0.73		
332	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Erinaceidae,Erinaceinae,Paraechinus,Paraechinus aethiopicus	Paraechinus aethiopicus		262775	Desert hedgehog	Eulipotyphla	0.64	188.0	Age at female sexual maturity filled using lineage; 	9.31	6.3	no age record available	no age record available	no age record available	no age record available	6.3	0.68		
333	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Solenodontidae,Atopogale,Atopogale cubana	Atopogale cubana		3370991	Cuban solenodon	Eulipotyphla	2.27	1000.0	Age at female sexual maturity filled using lineage; 	12.71	6.5	no age record available	no age record available	no age record available	no age record available	6.5	0.51		
334	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Solenodontidae,Solenodon,Solenodon paradoxus	Solenodon paradoxus		79805	Hispaniolan solenodon	Eulipotyphla	2.27	1000.0		12.71	12.1	no q90 record available	no q95 record available	no e90 record available	no e95 record available	12.1	0.95	5.27	6.58
335	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Soricidae,Soricinae,Blarina,Blarina brevicauda	Blarina brevicauda		9387	Northern short-tailed shrew	Eulipotyphla	0.13	21.6		6.23	2.5	no age record available	no age record available	no age record available	no age record available	2.5	0.4	1.68	1.97
336	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Soricidae,Crocidurinae,Crocidura,Crocidura leucodon	Crocidura leucodon		109474	Bicolored shrew	Eulipotyphla	0.26	11.0		5.49	3.0	no age record available	no age record available	no age record available	no age record available	3.0	0.55		
337	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Soricidae,Crocidurinae,Crocidura,Crocidura russula	Crocidura russula		36802	White-toothed shrew	Eulipotyphla	0.21	11.6		5.55	4.0	no age record available	no age record available	no age record available	no age record available	4.0	0.72		
338	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Soricidae,Crocidurinae,Crocidura,Crocidura suaveolens	Crocidura suaveolens		52631	Lesser shrew	Eulipotyphla	0.48	7.7		5.14	2.8	no age record available	no age record available	no age record available	no age record available	2.8	0.54		
339	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Soricidae,Soricinae,Neomys,Neomys anomalus	Neomys anomalus		52814	Southern water shrew	Eulipotyphla	0.29	15.0		5.82	2.0	no age record available	no age record available	no age record available	no age record available	2.0	0.34		
340	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Soricidae,Soricinae,Neomys,Neomys fodiens	Neomys fodiens		62282	Eurasian water shrew	Eulipotyphla	0.29	15.0		5.82	3.1	no age record available	no age record available	no age record available	no age record available	3.1	0.53		
341	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Soricidae,Soricinae,Sorex,Sorex araneus	Sorex araneus		42254	Eurasian shrew	Eulipotyphla	0.54	9.0		5.29	3.24	no q90 record available	no q95 record available	no e90 record available	no e95 record available	3.24	0.61	3.24	2.8
342	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Soricidae,Soricinae,Sorex,Sorex caecutiens	Sorex caecutiens		62276	Laxmann's shrew	Eulipotyphla	0.79	5.4	Age at female sexual maturity filled using lineage; 	4.81	3.0	no age record available	no age record available	no age record available	no age record available	3.0	0.62		
343	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Soricidae,Soricinae,Sorex,Sorex minutus	Sorex minutus		62280	Eurasian pygmy shrew	Eulipotyphla	0.83	7.2		5.08	2.0	no age record available	no age record available	no age record available	no age record available	2.0	0.39		
344	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Soricidae,Crocidurinae,Suncus,Suncus etruscus	Suncus etruscus	Available	109475	White-toothed pygmy shrew	Eulipotyphla	1.0	2.1		4.04	4.24	2.56	2.95	3.11	3.47	3.46	0.86	3.64	2.88
345	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Soricidae,Crocidurinae,Suncus,Suncus murinus	Suncus murinus		9378	Asian house shrew	Eulipotyphla	0.1	45.9		7.16	3.2	no age record available	no age record available	no age record available	no age record available	3.2	0.45		
346	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Scandentia,Tupaiidae,Tupaia,Tupaia belangeri	Tupaia belangeri		37347	Northern tree shrew	Scandentia	0.33	200.0		9.42	11.1	no age record available	no age record available	no age record available	no age record available	11.1	1.18		
347	Theria,Eutheria,Boreoeutheria,Euarchontoglires,Scandentia,Tupaiidae,Tupaia,Tupaia glis	Tupaia glis		9395	Common tree shrew	Scandentia	0.25	200.0		9.42	12.4	no age record available	no age record available	no age record available	no age record available	12.4	1.32		
348	Theria,Eutheria,Boreoeutheria,Laurasiatheria,Eulipotyphla,Talpidae,Galemys,Galemys pyrenaicus	Galemys pyrenaicus		202257	Pyrenean desman	Eulipotyphla	2.0	57.5		7.47	4.0	no age record available	no age record available	no age record available	no age record available	4.0	0.54		
